handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
SC2Journey,서태희,1245,81,0,0,45,3,6,435
samsung_ash,Ash Samsung,660,289,1,1,323,17,18,125
__NatalieNomad,YoungSamsung,1249,10867,0,1,1581,5565,14,2551
Samsung_JJ,Jonathan Jones,1462,71,0,1,473,161,2,153
SamsungIR,Samsung IR,772,496,0,1,1,0,11,418
samsung1977,peter gathercole,2809,657,0,1,248,255,1,78
markcorbsamsung,Mark Corbett Samsung,613,43,0,1,77,9,0,56
GrantSamsungBiz,Grant Frederiksen,413,152,1,1,123,7,11,84
Eli_Samsung,theodore 8,2937,4406,1,1,103,127,3,91
SamsungHVACUSA,SamsungHVAC USA,528,16,0,1,68,16,1,66
SamsungHoagie,Scott Hoaglund,828,153,0,1,73,44,9,53
DocSamsung88,DocSamsung88,1304,1576,1,1,212,5,4,368
Emily18461754,Samsung Galaxy S8+,161,25,0,1,812,0,0,349
CMoyaSamsung,Celina Moya,913,103,0,1,37,88,3,78
samsteamMP1,Samsung Mobile US,535,18,0,1,2,0,0,2
SamsungCEEA,Samsung East Africa,1032,695,0,1,220,11,0,154
info_samsung,Samsung News,1638,104,0,1,27,10,1,43
case_s5,Samsung S5 Case,414,6,0,1,279,0,0,149
SamsungNote7_,Samsung Note 7,420,5,0,1,1,11,0,283
S7Case,Samsung Galaxy S7,563,9,0,1,216,8,0,277
JasonSamsung1,Jason Samsung,660,261,0,1,52,0,14,31
SamsungPride,Samsung Devices,1811,307,1,1,431,58,0,155
SamsungAbujaApo,Samsung Abuja Apo,1125,163,0,1,59,4,1,64
eazyimvioeds,Samsung Mobile US,870,128,1,1,71,130,2,20
samsung73051,HBD/JB/22nd,883,5748,1,1,388,735,0,177
AbigailSamsung,Abigail Donkor,232,19,0,1,23,26,0,21
TheSamsungGuy,Kenya Wells,598,190,0,1,79,28,6,37
BaDDyWIZE,ⓑⓐⓓⓓⓓⓨⓦⓘⓢⓔ⇨⇨#Samsung,1471,173396,0,1,65,443,56,144
179e94d3eeb247e,Samsung Samsung,1115,534,0,1,396,387,0,155
SamsungHDD,Samsung Hard Drive,2959,383,1,1,708,3,44,1258
TraffordSamsung,Samsung Trafford,660,153,1,1,242,810,2,83
1samsungCares,1Samsungcares,574,87,0,1,62,577,0,69
samsung1903,1ATabletPC,2215,31206,0,1,35,0,14,113
Samsung_S5,Samsung Galaxy S5,1762,352,1,1,4646,3,63,28390
SamsungMobileSL,Samsung Sri Lanka,1555,1792,1,1,5,0,3,136
Galaxys6tweets,Samsung Galaxy S6,921,62,0,1,5,12,1,195
Samsung44990884,Мадина Амани,414,870,0,1,47,423,1,285
SamsungHenny,Matthew Hennessy,436,45,0,1,539,39,1,103
samsung_storepk,samsung_store_pk,771,964,0,1,100,2,0,71
SamsungRoque,Roque Hernandez,506,563,0,1,185,1183,0,60
YourSamsungGuy,Your Samsung Guy,337,154,0,1,70,190,0,58
SamsungDanUK,Dan Griffiths,682,271,0,1,192,26,17,112
CB_1samsung,Charles Bautista,920,19,0,1,61,44,0,78
RichardSamsung,Richard Walton,1993,27,0,1,12,65,0,4
MMOW_Samsung,Null and void,611,139,0,1,128,112,0,61
SamsungIndy,Jason Smith,1522,458,0,1,132,95,0,78
SteveSamsung1,Steve Hall,800,169,0,1,230,120,1,72
SamsungDoll,Dolly,561,186,0,1,148,114,0,64
SAMSUNG_SIGN,SAMSUNG SIGN&AWNING,373,12,0,1,823,5,0,136
SamsungVitamin,Pickvitamin SG,52,30,0,1,819,31,0,70
SGalaxyS2Review,Samsung Galaxy S2,2396,378,1,1,1109,0,58,4455
Pksjjj111,SAMSUNG,2090,1019,1,1,2211,992,2,3759
Samsungjob,Samsung Electronics,2774,973,1,1,1,0,377,11170
deybidabu,Deyb Samsung,830,966,1,1,151,96,0,83
twittlions,삼성 라이온즈,2346,2371,1,1,39,4,272,247700
samsungapps_kr,Samsung Apps Korea,2412,690,1,1,916,1,38,3334
SamsungSDS_TLC,SamsungSDS_TLC,2906,227,1,1,812,2,82,918
SamsungGaIaxy7,SAMSUNG ❄,579,210,1,1,1167,489,0,272
GalaxyS3iii,Samsung Galaxy S3,2085,0,0,1,0,0,8,3309
memphisto2,Mr Samsung,1494,655,1,1,205,351,0,44
WaktechSamsung,WAKTECH-SAMSUNG,356,11,0,1,170,5,0,36
machinetools_sa,Samsung Machinetools,1341,227,1,1,102,3,1,87
SamsungDean,Dean McCombs,166,152,0,1,73,266,0,60
Samsung20148,Prince Lubinda,611,14,0,1,549,21,0,279
Rivera_Samsung,Eric Rivera,441,10,0,1,7,35,0,47
samsung151098,Станислав Невоструев,584,26,0,1,279,5,0,189
IndySamsung22,Nathan Watkins,282,81,0,1,91,381,0,69
Jamar_Samsung,Aaron Strongin,605,1213,0,1,140,7239,1,65
howden_mark,Mark Howden Samsung,581,45,1,1,271,13,5,49
SamLargent,Samsung 💯 🚀,1837,435,0,1,565,780,2,123
abderrahimham14,samsung galaxy s7_S6,360,10,0,1,444,2,0,85
DiscandDev,Samsung TL&D Team,968,58,0,1,72,112,0,41
Claudia_Samsung,Claudia Gonzalez,277,94,0,1,134,348,1,55
bluewingsfc,수원삼성블루윙즈축구단,2931,9190,1,1,51,0,299,50478
FDLSamsung,Samsung Mobile BD,864,94,1,1,66,4,0,104
samsungsidi,Samsung SIDI,2710,117,0,0,31,63,4,24
Deepesh_samsung,Deepesh singh thakur,2392,198,1,1,131,505,0,96
SamsungStudio,Samsung Studio,2702,1493,1,1,196,478,81,6387
plexforsamsung,Plex for Samsung,2287,315,0,1,1,0,23,1784
Samsung_Baby,Samsung Baby,2617,75922,1,1,1002,23,8,1374
Samsung_Tunisie,Samsung Tunisie,2356,5765,1,1,583,151,29,5094
samsungjet,Samsung Mob!le,3034,860,1,1,876,1,52,2167
samsung_fanz,MyBramdz,2717,427,0,1,1419,0,40,1289
badamobile,Samsung Bada,2802,56,1,1,4,0,63,2376
GalaxyS8News,Samsung Galaxy S8,387,4622,1,1,1,0,10,3056
SamsungCEKorea,Samsung CE Korea,2753,5879,1,1,81888,0,0,84327
SamsungMobileTz,Samsung Mobile TZ,1687,5255,1,1,1909,541,19,5502
SamsungEmporium,Samsung Emporium,1201,12,0,1,75,0,1,92
GanarSamsung,Gana Samsung,1259,2,0,1,0,0,11,15034
Termisfa,Termisfa,1811,5475,1,1,71,7934,29,18320
SamsungITKenya,Samsung IT Kenya,1713,8,0,1,37,0,0,368
SamsungLED,Samsung LED TV,3035,31,1,1,187,0,58,2730
CIENT_Co,CI ENT,1080,2564,0,1,16,0,137,23518
GalaxyCameraNL,GalaxyCameraNL,1703,225,1,1,299,0,4,742
galaxysamsungs6,Samsung Galaxy S6,1331,889,0,1,296,15,1,3249
joshylofty,josh lofty,3063,33444,1,1,1071,3037,56,1419
Telenor_HUN,Telenor Hungary,2923,6231,1,1,16223,1100,98,23249
SamsungSrbija,Samsung Srbija,2075,4596,1,1,571,1375,59,14371
VaingloryES,Vainglory Español,817,9472,1,1,293,6252,22,10992
sanyakapil,Sanya Kapil,2689,1057,1,1,86,57,6,354
SamsungFUSNews,Quattro Formaggi,2582,5337,1,1,0,2,21,654
fitzmadrid,Fitz Madrid,3338,15357,1,1,440,7,48,4258
VirtualTaboo,Virtual Taboo,917,1684,1,1,398,979,146,5979
samsungcampaign,Samsung Campaign,2795,4163,1,1,10645,7,568,10493
samsung_capture,Capture Your World,3028,466,1,1,323,0,19,588
Samsung_IFA2010,Samsung IFA 2010,2601,392,1,1,504,4,17,677
jasonostrander,jasonostrander,3269,12254,0,1,412,3790,49,618
suzanschulting,Suzanne Schulting,2432,4623,1,1,191,713,31,1490
SamsungKyle,Kyle Lazarus,1634,249,1,1,288,60,34,262
samsung247news,samsung mobile now,555,14929,0,1,2445,163,27,1017
GalaxyNote4News,SamsungGalaxy Note 4,1465,54,0,1,3,0,18,2972
GaIaxyS4_,Samsung,1278,32,0,1,1,0,0,4327
SamsungDestekTR,Samsung Destek,1087,664,1,1,8,0,2,1437
SamsungJapanfb,Samsung Japan,2257,182,0,1,677,0,18,744
freexdesi,Mobile Porn Videos,2820,2768,1,1,72,14,20,7323
LaTrastiendaBA,La Trastienda,2387,13389,1,1,224,10739,148,31451
boostedtweets,Boosted,2489,296,1,1,131,1,26,5992
samsungTABss,Anton Tablante,1218,4093,0,1,286,4461,4,198
Samsungnews365,Samsung Mobile US,582,15053,0,1,1329,153,28,721
FansSamsungS6,Fans de Samsung,1198,4260,0,1,148,2,18,4109
SamsungBulgaria,Samsung Bulgaria,1880,2329,1,1,230,371,27,711
ashleylsisung,samsung,2033,3958,1,1,255,4496,0,431
SagarHatekar,Sagar K Hatekar,2939,2390,1,1,355,364,12,428
wasimofnazareth,Wasim Of Nazareth,2474,10612,1,1,876,7168,552,669
SamsungStoreCL,Samsung Store Chile,2128,1111,1,1,1380,17,6,878
soyyo_samsung,S,3016,31837,1,1,291,484,2,338
retweet_samsung,Retweet Samsung,1539,80149,1,1,0,4,13,934
TSAR3000,Tsar KHwajha,2773,8683,1,1,483,0,21,1942
updayFR,upday for Samsung FR,749,3950,1,1,210,541,48,583
aimeenancygrace,Mr. Yahaya Mahama⏳,3170,39205,1,1,389,71298,34,768
GalaxyS6Edge,Samsung Galaxy S6,931,5,0,1,0,11,4,2311
the_horla,Gregor Samsung,2892,18905,1,1,149,9263,6,114
7SAMSUNG_,알-마지야드 호삼,2498,9145,1,1,289,345,8,262
chadsotelo,Chad Sotelo,3671,2525,1,1,112,51,5,264
bangnana,Rizkie Maulana Putra,2963,5162,0,1,140,25,10,674
daniloasueiro,Danilo A Sueiro,2664,20484,1,1,579,4686,36,6340
Samsung_7,Samsung,2888,841,0,1,1018,0,7,866
SamsungTVAust,Austin Kim,2597,14,1,1,1794,0,38,897
stueydessler,Stuart Dessler,2990,17303,1,1,339,3291,35,1330
SamsungGreen,Samsung Green,3167,1,0,1,6,0,8,336
FR_Samsung,News Sumsung,1403,144,0,1,630,0,9,2428
edgarguru1,Samsung,1093,92,0,0,4,0,0,1
CScally_Samsung,Catherine Scally,647,302,0,1,1941,137,29,874
samsungelectr,samsung electronics,2259,481,0,1,711,0,5,485
Samsung72673386,Samsung,323,77,0,0,1052,0,2,240
michieldijkman,Michiel Dijkman,3170,4556,1,1,1406,3459,123,7250
SamsungCameraNG,Samsung Camera NG,1565,974,0,1,125,5,8,1154
updayPL,upday for Samsung PL,750,20089,1,1,315,990,25,198
egcoder,Ismail Issa,2424,2828,1,1,1307,91,0,1019
Jasongrimmusic,Jason Grim,2509,4221,1,1,451,2748,0,3151
SamsungSPSN,Samsung SPSN,2389,557,0,1,313,1,14,369
henklbr,henklbr™ 🇳🇱,2756,43077,1,1,602,7,132,479
samsung_tvs,Samsung TVs,2639,164,0,1,1359,0,9,1013
AceS5830,Samsung Ace,2158,874,1,1,9,86,4,1638
s4galaxyru,Samsung Galaxy S4,1717,6018,1,1,6,0,4,1091
updayESP,upday for Samsung ES,333,2785,0,1,173,14,1,96
SamsungUnlocked,Celluloco Samsung,2841,5270,1,1,511,0,4,281
SamsungParts,SamsungParts,2702,48,1,1,1710,0,7,595
LaTrastiendaMVD,La Trastienda MVD,2558,12208,1,1,74,7753,49,17043
glanvilluminati,Kristina,1701,13434,1,1,242,16961,26,554
SamsungEfan,SamsungEfan,1876,1371,1,1,82,368,1,257
copasamsung,Copa Samsung,1565,1634,1,1,24,36,0,631
Preachie_me,Samsung,1704,9793,1,1,626,15,9,396
gyongsu,Gyongsu,2839,7564,1,1,356,58,46,642
jmouldingBRAND,Jamie Moulding,3157,20100,1,1,1701,363,8,513
mobilers3_a,Samsung Mob!lers3 A,2421,135,1,1,1656,5,17,1092
jasperwillem,jasperwillem,3474,47331,1,1,1337,3151,31,463
Sheepsugar,Judith Sheep ξ(⌒.⌒)/,2990,50106,1,1,2029,821,27,704
alqssemiandroid,android alqssemi,1926,6283,1,1,982,1201,81,2823
samsung17,John Rooney,3051,998,0,1,1244,13293,2,423
ilovefrootloops,toucan sam,342,5197,0,1,79,1042,1,70
viphouten,Eric Verbeek,2545,12063,1,1,32,132,25,608
samsung_30,Sami,1936,5230,0,1,266,9571,3,243
obamapacman,ObamaPacman,2795,17594,1,1,113,383,39,375
Samsungindex,Samsungindex,2873,8,1,1,20,0,186,8306
Yfiv3,🔰 Daniel H.,2003,27418,1,1,677,11605,0,950
Del_With_1_L,Del Jim Baxter,3122,59824,1,1,657,496,15,750
PrincessAyyo,Ayo✨,1923,19727,0,1,912,132,11,1494
PornGayVR,Gay VR Porn,2090,157,1,1,2193,103,6,1466
odrakenberg,Oskar Drakenberg,2153,868,1,1,267,998,5,403
anbcomponents,anb components,2959,133,1,1,20,0,145,12415
joshgroth,Josh Groth,3115,11164,1,1,1111,74,210,2141
elektrik1234,Ars Persindo Mandiri,2418,28601,1,1,0,12,2,17152
ken_johnson122,A Samsung guy,1316,2256,0,1,200,2623,2,230
royiby,(((Royi Benyossef))),3107,1690,0,1,42,386,22,466
pctienda,pctienda,2948,300350,1,1,25403,3,408,45728
savoirinutile,Savoir Inutile,3061,5241,1,1,261,4,193,10753
sajaanid,Samsung L. Jackson,3116,71,1,1,46,52,0,56
duddlepuck,Catherine Robinson,2971,2978,1,1,503,229,2,154
SamsungShawty,PigeonManVEVO ♿,1814,8063,1,1,38,3631,4,60
CompugateCenter,CompuGate Center,2783,66840,1,1,14374,4439,210,31286
DondreFilipe,Lil Samsung,226,572,0,1,426,891,2,163
aldymeyo,Raynaldy Pamungkas,2701,19584,1,1,377,61,0,520
saamsungx3,Samsung Cuntrol,627,754,1,1,217,430,0,191
Rainyday8169,Rainyday Superstar,2834,9320,1,1,987,1713,43,853
EnnuiPrayer,Observant Reader,3155,23267,1,1,295,2361,11,306
BeCee_BeTrappin,🏚🆙🔝,2423,12804,1,1,173,2118,4,1269
MatthewKing35,Matthew King,2087,12776,1,1,1720,6130,36,559
Cepkolik,Cepkolik,2034,8115,1,1,519,76735,23,177326
SamsungGalaxy84,Samsung Galaxy Forum,1102,13,0,1,28,0,1,3483
samsung0328,Sam Sung,1622,721,1,1,158,1542,1,163
philhayes_,Phil Hayes,3092,10258,1,1,582,2622,13,331
francomendez06,Samsung,1346,4129,0,1,1021,16558,7,512
khen_dhii,princess samsung 🦄,532,436,0,1,1192,2358,1,244
daniellebrownn8,Danielle Brown,3066,3704,1,1,1964,2327,0,572
PhoneCaseButler,PhoneCaseButler,2350,19651,0,1,2058,8,57,1198
BootyClap4me,HANDSOME TEDDY BEAR,2706,20808,1,1,630,3761,18,1012
VitaSamsung,Johnson John,1526,595,0,1,293,54,0,49
RomGalaxy,samsung galaxy rom,249,4321,0,1,2470,3,1,361
