handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
nodaksteve,Steve Rusk,2100,8041,1,1,2010,120,14,1027
BarackObamaoo,Barack Obama,1568,14,1,1,14,0,0,295
WhatupDoH,Bald Marley,2327,94977,1,1,121,596,24,263
sabbydavvy,bigg mama,1651,24804,1,1,710,25334,5,1108
pregnantstrippr,Barack Obama,543,15,0,1,961,45,0,272
ObamaSpeech,Voice of America,3073,306,1,1,43,0,25,1874
therealbarack,Barack Obama?,3209,239,1,1,152,0,34,2421
Duramadera,Steve Douglas,856,22871,0,1,437,7028,6,496
BarackOboma_,Barack Obama,2026,4,0,1,4,0,11,2951
TalkaboutBarack,Discuss Obama,3128,8396,1,1,1526,1,20,1308
obamab,Barack Hussein Obama,3143,0,1,1,0,0,35,1890
ObamaForPM,BarackObamaForPM,3294,35,1,1,38,4,6,165
ObamaNaArea,Barack Obama,1789,1811,1,1,34683,94,32,65750
caroldenisgreen,CarolGreenObama,3268,2601,1,1,1959,184,11,735
BarackObahma,Barack Obama,3021,9,0,1,384,0,4,1294
voicesofobama,Voices Of Obama,3247,107,1,1,1078,0,14,2280
obama_donations,Barack Obama,3056,39,1,1,1651,8,23,2451
obamabarack,Barack Obama,3387,1,0,1,11,0,13,1817
BarackObama0718,Prisma Strong,3152,476,1,1,1376,0,1,544
BarackObamaIsNu,Adam Madison,3069,81,0,1,1788,0,2,764
BarackObama_44,Barack Obama,3169,0,1,1,1694,1,5,1443
USABarackObama,Barack Obama,2463,3,0,1,9,0,0,369
BarackObamaRF,Department Of State,996,652,1,1,49,4,129,12258
obamamovie,Barack Obama Film,3037,1,1,1,719,0,10,464
obamafox,ObamaFox,3310,234,1,1,551,1,2,221
BarackObamaBoy,Josh,3786,1,1,1,9,0,0,175
potusbarackobam,POTUS Barack Obama,3225,201,1,1,8,0,17,1272
Yes_We_Can_12,Barack Obama,2009,30,1,1,30,0,0,57
rockybarack,Rocky Barack Obama,2940,418,0,1,1213,0,6,442
ObamaPhotos,Obama Photos,3081,758,1,1,1384,0,11,956
BarekOpama,Barack Obama,1392,0,0,1,9,0,1,2245
DalaiLamah,BarackObama,2687,1,1,1,0,0,16,1312
NewsBarack,Barack Obama News,1380,4549,1,1,4182,0,35,5058
ObamaMP3Player,Obama MP3 Player,3162,28,1,1,1339,0,5,557
ImSashaObama,Sasha Obama,2407,2,1,1,33,0,9,9516
Saint_Nass,Barack Obama,2335,13,1,1,799,0,2,1177
BarackLight,Barack Obama,2347,68958,1,1,10,0,18,1043
President_US,Barack Obama,3124,40,1,1,359,2,21,1155
Barack_Obama_12,Support Barack Obama,2927,11,1,1,1126,0,12,786
ObamaPosts,Barack Obama,1778,445,1,1,15,0,5,2194
BarrackObbama,Barack  Obama,3093,1,0,1,0,0,4,1097
Barack_Obaamaa,Barack Obama,882,0,0,1,637,237,1,733
BarackObamaOnly,Барак Обама,2328,8,0,1,360,0,5,916
Maltshovel11,Barack Obama,2183,1819,0,1,1923,216,7,773
mormonsforobama,Mormons for Obama,2165,289,1,1,1070,89,34,1247
BarackObamaJun,Missis,3072,1169,1,1,483,0,0,340
BarackObama_12,2012,2075,43,1,1,127,0,1,361
No_More_Obama,American Patriot,2653,6333,1,1,1567,1,9,1422
ObamaNewsLine,Presidential News,2984,546,1,1,1567,0,44,1445
ObamasDrone,Obama's Drone,1857,278,1,1,2029,3,14,1740
ObamaInTheNews,1stHeadlines,3022,147085,1,1,0,0,112,1636
SoBarackObama,So Barack Obama,2270,20090,1,1,916,6,13,962
BarackObamaGr,Barack Obama,1132,11187,0,1,1472,2831,4,1518
MichelleObama7,Clifford Bryan,2944,5710,1,1,106,532,116,664
BarackObamaTeam,Team 2012,2075,0,0,1,160,0,1,469
socialmediao,Social Media-Obama,2907,32611,1,1,1837,0,53,1155
Obama12Fan,Obama '12 Fan,2144,590,0,1,1854,3,9,823
0bama2012,Obama 2012 Campaign,2418,181,1,1,109,0,29,1518
Gen_Obama_SF,Generation Obama SF,3342,49,1,1,55,0,3,375
blog_obama,blog_obama,3218,437,1,1,437,1,13,805
Obama_Vids,Barack Obama on VS,2920,12607,1,1,18,0,13,713
Iam_BarackObama,Barack Obama,1921,1,0,1,1299,0,10,661
ObamaBarack22,Barack Obama,2086,1,0,1,430,0,5,832
SFBO_UGA,UGA for Barack Obama,2401,459,1,1,199,5,2,350
2012BarackObama,Barack Obama,2997,7,1,1,6,0,5,415
barack__obama,barack__obama,3300,1,0,1,1,0,3,397
BarackObama_ja,バラク　オバマ,2893,301,1,0,3,1,240,3424
obamabuzz_news,Barack Obama,3031,8,1,1,599,0,9,623
FindingMyObama,FindingMyObama,1804,146,1,1,67,15,1,124
HBCUsforOBAMA,HBCUs for OBAMA 2012,2064,248,1,1,51,0,8,906
PulseonObama,Barack Obama Pulse,2973,6527,1,1,40,0,23,531
itstheesmasher,Barack Obama,1865,3018,0,1,478,1531,1,264
ObamaComic,Barack Obama Comic,3040,25,1,1,98,0,6,220
BestPresident,Barack Obama,3036,7,0,1,155,0,6,409
Me4obama,jenny,2236,6767,0,1,532,8,21,666
Obama_President,Barack Obama,3156,3,1,1,0,0,6,594
Obama_POTUS_44,Barack Obama,238,1,0,1,200,0,3,612
Barack_Obamma,Barack Obama,1975,25,1,1,1926,0,0,640
_B_Obama_,Barack Obama,1826,2,0,1,0,0,2,1238
Doctors4Obama,FutureDoctors4Obama,1796,140,1,1,1944,21,1,189
voteobama12,Barack Hussein Obama,2363,126,1,1,67,0,1,149
SandObama,Sand Barack Obama ,1841,112,0,1,4,0,3,356
RealBarackObama,Barack Obama,3158,16,1,1,10,0,7,453
BoObama,Bo Obama,3078,64,1,1,43,0,2,185
barack_o_o,Mason,2118,3,1,1,1049,0,2,1139
WFO_PolkCo_IA,Women for Obama,2116,17,1,1,109,0,0,206
obama_videos,obama_videos,3260,175,1,1,273,0,6,519
baarackkobamaaa,Barack Obama,2293,931,1,1,1713,0,5,463
Baracko34287212,Barack Obama News,1241,41332,0,1,1893,0,4,779
BarckObamaa,Barack Obama,1992,14,1,1,142,0,2,571
wwct2017,Barack Obama,1529,4,0,1,32,0,0,41
barackobamaa92,BARACK OBAMA,1174,367,0,1,1706,27,0,815
barakbobama,NOT Barack Obama,3517,3,1,1,1,0,4,142
barackobamaHiGH,barack obama,2431,220,1,1,95,1,4,2125
rocciogomez,Rocio Gomez G.,2974,27043,1,1,1451,4797,17,6228
OffPresTweet,Barack Obama,2603,4075,1,1,20,1,3,302
barack_obama_pd,barack obama,2573,1,1,1,1667,1,1,658
ObamaStory,obama,3080,47820,1,1,851,0,1,777
1Obama1,Barack Obama (1),1563,19,0,1,26,0,0,41
luparis_,Barack Obama,2357,24193,1,1,142,872,0,169
espiritu120,Barack Obama Jr,1942,2343,1,1,168,27,0,547
thatblackgirlsi,thatblackgirlsite,3356,4305,1,1,1415,9,77,1896
barobama,Barack Obama,3121,277,0,1,16,0,5,285
BarackObamaInfo,Barack Obama Info,2355,5,1,1,58,0,1,139
barackthe2nd,Barack Hussein Obama,2496,10,1,1,1,0,0,77
BarackObama777,Barack Obama,2207,607,1,1,2670,0,7,2944
BarackObamaFAV,月螺,767,104,0,1,740,356,0,790
PresObama_updt,Barack Obama updt.me,2324,2481,1,1,516,2,2,424
dlobama,奧巴馬,1030,4740,0,1,156,0,12,1919
Barak__Obama,Barack Obama,2140,8,0,1,3,0,0,1016
ObamaCarFlag,Barack Obama,3044,0,1,1,362,0,6,365
obama_shop_USA,barack obama shop,3153,38,1,1,1,0,4,250
ObamaGiftShop,Obama Giftshop,2069,16,0,1,732,1,3,490
SaraBarderas,Sara Barderas,2052,2760,1,1,694,806,32,571
BarackChina,Barack Obama,3131,144,1,1,718,7,0,141
barack_obama49,Barack Obama,2416,12,1,1,34,0,2,385
BarackObamaSaid,Barack Obama Quotes,2390,40,1,1,701,0,6,384
BarackObama_AMR,Obama,2362,1257,0,1,1698,0,0,381
FirefightersFo1,FirefightersForObama,1883,205,1,1,382,0,0,177
Obama_Info,Obama Info,2200,11842,1,1,779,0,25,663
ItssTr3zzy,Barack Obama,2379,555,1,1,1087,31,0,285
BarackObamah,barack obama,2404,1,0,1,2,0,0,270
RocknChloee,Barack Obama,1400,20232,1,1,237,1295,5,257
TpeBarackObama,Barack Obama (TPE),1632,29,1,1,61,6,1,26
OFA_USA,␟ Obama 4 the USA ␟,3026,5433,1,1,346,150,24,439
howieinseattle,howieinseattle,3183,21691,1,1,268,13,14,384
BarackObama_22,Barack Obama,816,23,0,1,228,1,0,878
Hey___hoez,Barack Obama,1341,992,0,1,4,60,2,743
RealBarockObama,Barack Obama,1772,11,0,1,410,0,1,479
BalackObomber,Barack Obama,1882,9,0,1,63,0,2,315
_Obama14,Barack Obama,1759,998,1,1,615,109,0,511
Obamaplaza,Barack Obama Plaza,1169,6,0,1,4,0,1,136
BarackObama225,Negro Professionnel,1741,10181,1,1,311,370,1,306
BarackObamaSL,Barack Obama SL,3072,0,0,1,28,0,5,131
BarackObamaVox,Barack Obama,767,0,0,1,0,0,0,36
BarackObamaBoss,Barack Obama,1959,6,1,1,1292,0,0,125
Obamazoom,Leblog Obamazoom,3014,92,1,1,413,0,2,143
obama_tweet,Barack obama,2956,22,1,1,528,0,1,190
NotBarackObama,not Barack Obama,3122,14,1,1,1,0,2,99
bArAcK_HObAmA,Barack Obama,2822,0,1,1,71,0,7,307
pocket_pau,Pauline Oger,3160,14363,1,1,1658,313,47,1014
Solly_Forell,Solly Forell,2828,19017,1,1,1749,312,103,1768
BarackHObama12,Barack H. Obama,2250,25,1,1,22,0,1,345
BarackObamaJPN,バラクオバマ(日本語訳),225,13,0,1,1,1,2,249
Obama1325,Barack Obama,1815,61,1,1,60,0,0,39
ObamBarack,barack obama,2300,1,1,1,6,0,2,266
obamaonly,Barack Obama ,1790,219,1,1,1306,9,0,475
ForwordObama,Barack Obama 2013,1717,49,1,1,1222,10,0,602
barrack_obamaa,barack obama,2915,10,1,1,86,2,2,166
_TeamOBAMA,Barack Obama,2756,3,1,1,339,0,1,82
Barack_OB_,Barack Obama,751,0,0,1,516,0,1,54
ObamaAPGov,Barack Obama,1767,15,1,1,1,0,0,41
FactsAboutObama,Barack Obama,3078,8,0,1,155,0,6,232
_Barack_H_Obama,Barack Obama,3113,14,1,1,102,0,0,126
ObamaBarackFans,Barack Obama,1548,11,1,1,684,28,0,82
Pres_Obama,Barack Obama,2920,5,1,1,24,0,3,163
ObamaEgmun,Barack Obama (EGMUN),667,3,0,1,1,0,0,9
BeatBarackObama,Beat Barack Obama,2258,2644,1,1,11501,0,90,9794
BarackObamangf,Barack Obama News,1777,5789,1,1,666,0,1,373
BarrackObamah,Barack Obama,2210,5,0,1,0,0,1,157
BarackObamaLive,ObamaFan,2915,1,1,1,84,0,0,64
Americanbadazz,Americanbadazz,3066,101,1,1,1688,0,0,589
PresBlogger,PresBlogger.com,3233,196,1,1,1447,1,0,774
camptownnews,The Camptown News,2292,2043,1,1,1,0,15,336
freesearch,freesearch,3142,280,0,1,829,0,2,772
PresPasserby,Barack Milhous Obama,1584,844,1,1,3812,0,51,3505
littleobamaman,Little-Barack Obama,2921,1275,1,1,1952,59,1,212
BarackObamaTV,Darryl Pugh,3145,1,0,1,2,0,0,13
akaBarackObama,Barry Soetoro,2347,91,0,1,382,0,3,175
obama_usa1,barack obama hussein,3082,19,1,1,39,0,0,1
TheScaryTruthX,Barack Obama,901,36,0,1,1860,528,0,305
LqhagObama,Barack Obama,1062,20,0,1,485,3590,0,410
MakingOfANation,Barack Obama,2817,7,1,1,631,0,3,54
_Pauli,Pauli,3131,6430,0,1,552,174,22,241
MrBarackObama,Barack Obama,3091,5,1,1,1766,0,1,224
JenInDC,Jen Cieslak,3174,124,1,1,417,1,3,231
Barack__0bama,Barack Obama,2212,0,0,1,2,0,1,129
votebama,votebama,3259,40,1,1,1440,0,7,335
ComradeBObama,Comrade Barack Obama,1277,61,0,1,1401,3,2,203
BarackObamaFR,Obama News FR,2502,10149,1,1,0,0,2,199
barackobama9,Barack Obama,3157,1,0,1,1,0,2,276
RockBarackObama,Rock Barack Obama,1847,76,0,1,604,0,1,218
ClunkersCash,DenverPostDrives,2975,15,1,1,1026,0,5,549
votebarackobama,Vote Barack Obama,2384,9,1,1,177,0,1,44
ObamaKKH,Barack Obama✨,1128,3,0,1,112,11,0,289
therealobama,Barack Obama,3089,4,1,1,26,1,6,149
bobamarackpt,Barack Obama Tuga,227,41,1,1,343,126,0,422
CarolinaClay,Carolina Clay,3138,921,1,1,437,1,20,438
PresBarackObam1,President Obama,972,4124,1,1,13,7,1,211
BarackObamaPlz,OBAMA,1808,16,1,1,969,6,25,17584
Barackobamamic,Barack Obama,722,21,0,1,1885,0,0,558
WhatObamaThinks,Barack Obama,1747,3,0,1,817,1,0,234
SFBO_BMC,BMC for Barack Obama,1997,104,0,1,231,18,0,79
jcsaldana,Juan Carlos Saldaña,2984,6694,1,1,600,355,10,1033
penthouse_pet,Penthouse Pet,3287,4,0,1,172,0,6,1058
anagabyhr,Ag,2949,22775,1,1,430,32892,2,551
BrackObomy,Brack Obomy,1982,15,0,1,4,0,1,183
BarackOsama2010,Barack Hussein Obama,2882,3,1,1,450,0,2,57
BarryyObama44,Barack Obama,1228,13,0,1,1,0,0,8
McCotterNH,McCotter for Pres.,2268,971,1,1,1303,5,22,425
barckobamaquote,barack obama,1675,256,0,1,45,56,0,41
kett8,Ryan Kettelkamp,3292,31,1,1,638,0,0,357
obama_barack1,Barack Obama,2892,778,1,1,99,0,5,120
BarackObamaBots,Barack Obama Bot,1366,4,0,1,5,0,0,1490
BarackObama_II,Barack Hussein Obama,1784,4,1,1,6,0,0,119
barack_election,Barack Obama 2012,2355,9310,0,1,5699,0,159,4381
BOBlackBerry,BO BlackBerry,3101,81,0,1,1,0,10,300
yourobama,Barack Obama,3465,0,0,0,92,0,4,539
BarackhObamaFan,Barack Obama Fans,1772,41,0,1,2,0,0,20
jaehyunwoiwhyx,Barack H. Obama,338,12833,1,1,141,663,0,237
BarackH2,Barack Hussein Obama,890,2,1,1,296,0,0,300
PrezFan,Marvin Smilth,3060,16173,1,1,1876,0,7,1465
cf7f7baf7b3d41c,Barack Obama,1083,326,0,1,213,503,0,367
zakyalkhered,zaky barack obama,2357,365,1,1,120,1,0,92
ObamaSpeeches,Barack Obama Speech,875,1,0,1,27,0,0,201
1BARACK_OBAMA,Barack Obama,3093,1,0,1,128,0,3,151
barack180287,barack obama,674,2,0,1,1050,1,1,351
Obamagasm,Obamagasm,3187,57,0,1,615,0,2,216
nailingthepout,Barack Obama,385,1,0,1,1,0,0,4
barackknowsbest,Barack Obama,1711,5,0,1,1,0,0,8
Barack_Obama200,Barack Obama,140,12,0,1,15,1,0,16
BarackObamahire,Barack Obama,1479,284,1,1,1139,20,1,101
BarackO31576149,legit obama,777,4,0,1,1,2,0,6
VoterObama,Barack Obama voter,725,2,0,1,1872,0,0,526
ObamaRP,Barack Obama,1588,117,1,1,47,10,0,114
PatMooseHorn,Patrick Horn,3054,193,1,1,1728,0,20,1130
BarackObama_com,BarackObama.com,2187,3,0,1,0,0,1,156
BarackObama435,Barack Obama ,1681,7,0,1,1,0,0,7
barackgrainier,Barack Obama,968,2785,1,1,127,438,0,167
fakeobama,Fake Barack Obama,3426,92,0,1,1,0,57,3594
BarbaraSmith922,Barbara Smith,3007,14719,0,1,1362,8531,18,947
ObamaPics,Barack Obama Pics,2975,506,1,1,302,0,2,168
Merson3d,Emerson CRN:560895,3024,22896,1,1,224,3139,6,564
marketingeasy,Michael Mathiesen,2890,1897,0,1,19,0,12,1283
BarackObama__AR,BarackObama,2254,5,1,1,35,7,0,220
qualevcs,lucas,2302,62671,1,1,260,6327,2,359
BachmannLeaks,Michele Bachmann,2444,471,1,1,421,53,24,393
supportthe44th,Barack Obama support,2311,14,0,1,1151,0,0,204
presidentoboma,Barack obama,2506,3,1,1,2,0,1,96
AppealObama,Appeal Barack Obama,2466,227,1,1,1101,0,1,299
barackobama24,Barack Obama,2538,5052,1,1,1,0,0,198
jessicapmb,Jessica Muñoz B.,3128,6141,1,1,645,111,4,523
PresidentObamaB,Barack Obama,1496,14,0,1,268,0,0,230
Barack_Obama___,Barack Obama,2349,1790,0,1,145,0,3,61
SeuCristovao,barack obama,308,337,0,1,974,602,0,373
ruinhat,Barack Obama,1589,3437,0,1,100,1731,0,66
ObamaEUA,Barack Obama,2665,132,0,1,1072,0,0,308
thereallbarack,barack obama,2674,19,0,1,514,0,0,58
barackobama_2,Barack Obama,2481,2,0,1,1539,0,1,504
BarackObama1984,Orwellian Obama,1789,143,1,1,557,0,0,90
MarioMotivasir,barack obama fans,1783,14,1,1,955,0,1,79
support_obama,Barack Obama support,1948,30,1,1,815,0,2,250
barrackk_obama,Barack Obama,2909,19,1,1,421,0,0,134
BaracklObama,Barack Obama,2194,8,1,1,856,0,6,148
finalcutbarack,"Barack Obama, A.S.C.",965,38,0,1,58,0,0,19
barackobama122,barack obama,653,5,0,1,1,1,0,7
BaraBarack,Barack Obama,1647,2,0,1,4,0,1,152
cjc20101954,S. Cooper,2620,1246,0,1,1849,0,26,797
fanpagecelebs,Fanpage Celebrity,2346,7917,1,1,1751,0,18,1409
BarakObama4us,Barack Obama News,1774,21,0,1,151,1,0,280
PrimaryObama,Primary Barack Obama,2576,146,1,1,92,0,3,90
mdgirl920,Sherry Dickson,2902,2662,0,1,1907,1196,23,1015
efelipesantos,Duo Lipe,3009,29926,1,1,696,9742,53,2456
BarackObamaUS,Barack Obama,3069,7,1,1,69,0,4,140
BarakOb98155956,Barack Obama,1892,23,0,1,135,0,0,199
Ohbama,Barack Obama,3149,1,0,0,0,0,7,268
Barack_Obama01,Barack Obama,1628,13,0,1,1645,0,3,106
Yali_RLCSA,YALI,662,4,1,1,60,0,1,333
yourbarack,Barack Obama,3465,0,0,0,29,0,5,372
ellabjenkins,Ella B Jenkins,3105,1073,1,1,1889,0,4,273
CheerfulLiberal,Joseph Cabrillo,1948,720,1,1,1133,14,25,935
be_a_democrat,A Democrat,2227,1379,1,1,531,0,15,367
QuotingObama,Barack Obama Quotes,1879,24,0,1,416,0,0,212
BarackxObama,Barack Obama,1773,9,0,1,0,0,0,158
3arack0bama,Barack Obama ,1779,55,0,1,294,0,0,222
presdentobama,Barack Obama,3146,7,0,1,6,2,1,114
clagger,Barack Obama,3160,5,0,1,1,0,2,62
Savedshizz,Barack Obama,1533,4299,0,1,1709,0,0,232
BaracKObamaA,barack obama,3044,0,0,1,1,0,2,203
chenerable,Allain Louisfert,2894,1868,1,1,1243,31,1,829
usapres,Barack Obama,2836,13,1,1,481,0,0,45
Balack_Obama_,Barack Obama,1847,12,0,1,0,0,1,151
BarackObamaOld,Barack Obama,1856,15,0,1,1098,0,0,86
BarackObama_rol,Barack Obama,405,177,0,1,180,78,0,153
Barack_Hussein,Barack Hussein Obama,3021,2,0,1,29,0,2,85
thanksobama2,Barack Obama,1015,1,0,1,3,0,0,14
_Jcat3,Barack Obama ,1789,1622,1,1,243,349,1,159
tmsboldrini,Tommaso Boldrini,2123,12737,1,1,1751,13711,22,512
barat_obama,Barack. Obama,1591,2,0,1,27,0,0,153
iknowfuture,chenjian,3047,1334,0,1,1947,0,5,432
imspoookys,Barack Obama,1346,6,0,1,525,2,0,199
BarackObamajobs,Barack Obama,1484,134,1,1,432,8,0,25
AriesFemme,S.C.,3105,268,1,1,1961,18,11,262
TheprezObama,Barack Obama ,1776,0,0,1,18,0,2,37
Barackobama2,Barack obama,3294,1,0,0,0,0,5,471
Obama_France,Barack Obama,1773,23,1,1,128,0,0,122
Barakc_Obama,Barack Obama,2345,1,1,1,0,0,0,103
Polite_Swagg,BARACK OBAMA -___-,2816,3072,0,1,135,21,1,95
Obamaciagov,Barack Obama,2349,2113,0,1,31,7,0,240
BarackObama120,青チャート,542,1202,0,1,131,2799,0,110
obamaencuba,Barack Obama,569,30,1,1,67,3,0,177
MarcosGH12,Barack Obama,2019,1332,1,1,254,275,0,64
DaBHOExperience,Barack Hussein Obama,2369,2,0,1,526,0,0,46
sketchforchange,Sketch for Change,3256,133,0,1,295,0,3,207
AliciaSissta,Alicia Sissta,1408,13,0,1,47,0,1,51
PresidntObama,Barack Obama,850,5,0,1,112,0,0,65
Mpeach_Barack,impeach obama,1000,31,0,1,216,32,1,135
obamafoundatio1,barack obama,87,42,0,1,791,7,1,138
White_0bama,Barack Obama,2707,10,0,1,1604,0,2,444
minicutexox,Barack Obama,3069,35,1,1,106,2,0,31
AmorDosJovens,Barack Obama,1977,1582,1,1,1066,79,0,494
BarackLeVrai,Barack Obama,1677,605,1,1,126,68,0,105
obamaupdates,obamaupdates,3233,29934,0,1,0,0,2,479
Barack_Obama23,Barack Hussein Obama,547,10,1,1,1,0,0,10
BaracksWatch,BaracksWatch.com,3101,92,1,1,462,0,4,167
GotNewt,Got Newt?,2055,328,0,1,1865,19,3,380
mrreporter80,Mr Reporter,3175,12361,0,1,172,0,4,414
cnewyork,©New York,3182,1764,1,1,464,261,48,620
_BarAck_ObAmA_A,Barack Obama,1604,21,0,1,32,5,0,42
ObamasHawaii,ObamasHawaii,3304,42,0,1,83,0,0,112
TxRunner23,David,2277,2016,1,1,1217,1,24,694
ClintonMath46,Progressive American,1830,1896,0,1,1143,0,1,798
barackthered,RMNB,2763,19,1,1,38,0,16,106
President_deFB,Président_deFacebook,760,573,1,1,159,611,1,209
zBarackObama,Str8 Nig Obama,1063,7,0,1,449,0,0,133
USA_Pros,Alfredo Di Pasquale,3092,18003,1,1,1272,1,9,1035
YourComedy,Barack Obama,2376,645,1,1,1145,0,11,2892
BarackObarna,Barack Obama,2629,5,1,1,4,0,0,54
Barack_Obama_JP,🇷🇺連邦フレンズ🇷🇺,93,12286,1,1,125,7455,1,85
BOofficial_,Barack Obama,1558,1,0,1,2,0,0,48
Barack_Obama_Ar,باراك اوباما,1962,26,0,1,9,2,10,5222
ObamaSuma,Barack Obama,2125,8,1,1,262,0,0,54
Barack0Obama,Agus,2299,31,1,1,1509,0,0,291
barackobama1209,barack obama,1236,6,0,1,26,0,0,49
BarackOhana,Barack Obama,1907,3,1,1,3,9,0,102
BarryOBamer,Barack Obama,307,7,0,1,1,1,0,19
eyesonobama,Eyes On Obama,3074,210,1,0,795,2,17,457
BarackObama_Fan,Barack Obama Fans,2328,2,1,1,284,0,0,56
ObamaCards,Barack Obama Cards,1935,7,1,1,87,0,0,45
barack_obama_tw,Barack Obama,2962,1,0,1,1,0,1,31
obamabarack123,Barack Obama,1446,11,1,1,475,0,0,54
ObamaFaux,Barack Obama,1426,174,0,1,167,5,0,162
baracksloins,Barack Obama's Loins,1778,42,1,1,51,1,1,27
AlainMinc,Alain Minc,2578,4,0,1,232,0,8,560
_SupportObama_,Barack Obama ,1794,58,1,1,299,1,1,128
2001Barack,Barack Obama news,1329,20,0,1,710,63,0,146
Obama_Gossip,Barack Obama News,2559,2483,1,1,0,0,1,125
BarackObsmmm,Barack Obama,1394,25,0,1,61,0,0,67
Barack_44,Barack Obama,527,11,1,1,2,0,0,7
fakeaxelrod,Fake Axelrod,3160,72,1,1,506,0,2,169
inteltrinidad1,barack obama,1196,3,0,1,24,0,0,23
Aguubieber3,Barack Obama,2349,173,0,1,106,4,0,60
B_Obama1,Barack Obama,1937,121,1,1,19,4,0,45
BarackOlbama,Barack Obama,1775,16,1,1,14,0,0,57
PresidentUSA_,Barack Obama,1299,16,1,1,0,487,0,232
ObamaLama45,Barack Obama,525,8,1,1,17,0,0,19
BarrackObamaUSA,Barack Hussein Obama,2949,0,1,1,1,0,0,114
TeaParty4Perry,Perry For President,2490,26,0,1,776,0,13,534
BrarackObama,Barack Obama,2236,2,0,1,346,0,0,175
barack_obama_es,Barack Obama,2879,69,1,0,2,0,35,393
q_barackobama,Barack Obama,2503,1321,0,1,0,0,3,56
oooooobamaaaaaa,Barack Obama,208,9,0,1,18,13,1,23
BarackObama_13,Barack Obama,1808,0,1,1,285,0,0,69
obamaguro,Barack Obama,1565,1166,0,1,124,137,0,95
alamira6alasira,Barack Obama,693,2,0,1,45,22,1,75
JackP305,Barack Obama,597,0,0,1,126,65,0,47
ObamaFail_,Barack Obama,2554,713,1,1,108,0,29,59
dukaporax,Barack Hussein Obama,3027,176,0,1,40,2,2,111
BarackObamaOf,Barack Obama,1455,44,1,1,235,2,0,38
Obamafansuk,Barack Obama Fans UK,2305,34,1,1,113,0,0,26
BarackObamaAR,باراك أوباما,2279,3,1,1,1,0,0,150
BBarackobama,Barack Hussein Obama,2363,11,0,1,177,0,0,77
wow_barackobama,BARACK OBAMA,121,0,0,1,2,0,0,2
_OBAMA_B_,Barack Obama,1103,20,0,1,26,15252,1,140
Beer_With_Obama,A Beer with Barack,1861,1276,0,1,88,6,0,7
RIPoprah,Barack Obama,2308,3,0,1,160,0,0,83
ObamaFca,Barack Obama,1784,155,1,1,418,0,1,104
barackcbarna,Barack Obama,1030,231,0,1,240,65,1,86
BarackObamas96,Barack Obama,684,1,0,1,1,0,0,2
unitedslstates, Barack Obama,1806,11,1,1,85,1,0,81
barack5obama,Barack Obama,165,2,0,1,9,0,0,11
Obama_speak,Barack Obama,1346,3,0,1,173,0,0,109
obamismo,Barack Obama,2501,166,1,1,392,0,0,340
ThatNiggaBarack,Barack Obama,2760,438,0,1,164,1,0,43
AZTOY09,Barack Obama,1190,5915,0,1,83,1039,3,58
BarackObamaMama,Barack Obama,3110,1,0,1,0,0,4,87
obama_arabic,Barack Obama,2132,288,0,1,1,0,0,111
BarckaObama,Barack Obama,1468,12,1,1,8,0,0,206
ObamaMartinez,Barack Obama,1813,636,0,1,277,54,0,129
2012Barack,Barack obama 2012,1859,182,1,1,157,0,0,90
fakepotus,Barack Obama,3141,2,0,0,0,0,3,108
JokesQuotesUS,Barack Obama,1829,8,0,1,13,0,0,157
Oba_Ma_,Barack Hussein Obama,2394,0,0,1,0,0,0,58
BarackObamaII,Barack Hussein Obama,3156,4,1,1,9,0,1,1
Alloentpledge,Spooky Barack Obama,1206,1069,0,1,172,312,0,69
BarackHussain,Barack Hussain Obama,3022,0,0,1,1,0,0,55
barackobamat7,Barack Obama,611,1,0,1,6,0,0,6
barack_o_lova,Barack Obama,2160,152,1,1,580,95,0,126
BObamaVHS,Barack Obama,663,10,0,1,5,0,0,5
obamaziall,Barack Obama,2441,1105,1,1,298,1453,2,1100
BarackHObana,Barack H. Obama,5,34,0,1,109,26,0,14
HaLlOwEeNJiBiTz,Barack Obama,6,2,0,1,9,11,0,7
BarackObamaTrue,Barack Obama True,2844,509,1,1,1186,0,17,1057
ObamaBho,Barack Hussein Obama,1788,62,0,1,259,1,0,65
BarackObamaAHS,Barack Obama ,1232,54,0,1,264,10,0,120
Pres_Barack,Barack Obama,1291,15,0,1,157,0,1,17
_Obama_US,Barack Obama,2113,2,0,1,42,0,0,9
_barack_obama,_barack_obama,3225,0,0,0,0,0,5,215
Black_President,Barack Obama,2978,10,1,1,4,0,7,72
Barack_Obama9,Barack_Obama,1806,6,0,1,576,1,0,169
ba_basitsitsit,Barack Obama,249,10,0,1,14,33,0,13
stupidstupid1,Barack Obama,2924,5,1,1,252,0,1,4
barackobama4evr,barack obama,867,17,0,1,770,0,0,38
SoyUnTroll_,Barack Obama,1879,1,1,1,140,4,0,86
Kundankumar8434,Barack Obama,989,19542,0,1,2312,19,125,5237
MalcolmXQuotez,Barack Obama,2017,624,0,1,79,16,0,43
baaraackObama,Barack Obama,1557,0,1,1,188,0,0,24
BarackObame,Barack Obama,1901,2,0,1,12,0,0,42
obamas_mind,[not] Barack Obama,3008,50,1,1,0,0,0,38
barakcobama_,Barack Obama,1800,0,0,1,0,0,0,85
